language,uni_lemma,lexical_class,category,definition,word_clean
Mandarin (Taiwanese),cook,verbs,action_words,煮,煮
Mandarin (Taiwanese),cookie,nouns,food_drink,餅乾,饼干
Mandarin (Taiwanese),corn,nouns,food_drink,玉米,玉米
Mandarin (Taiwanese),couch,nouns,furniture_rooms,沙發,沙发
Mandarin (Taiwanese),count,verbs,action_words,數數,数数
Mandarin (Taiwanese),cow,nouns,animals,牛(哞),牛
Mandarin (Taiwanese),crab,nouns,animals,螃蟹,螃蟹
Mandarin (Taiwanese),crane,nouns,vehicles,吊車,吊车
Mandarin (Taiwanese),crayon,nouns,toys,彩色筆,彩色笔
Mandarin (Taiwanese),crayon,nouns,toys,蠟筆,蜡笔
Mandarin (Taiwanese),crib,nouns,furniture_rooms,嬰兒床,婴儿床
Mandarin (Taiwanese),cry,verbs,action_words,哭,哭
Mandarin (Taiwanese),cup,nouns,household,杯子,杯子
Mandarin (Taiwanese),cupboard,nouns,furniture_rooms,櫃子,柜子
Mandarin (Taiwanese),cut,verbs,action_words,切,切
Mandarin (Taiwanese),cute,adjectives,descriptive_words,好可愛/可愛的,可爱
Mandarin (Taiwanese),dark,adjectives,descriptive_words,暗暗的,暗
Mandarin (Taiwanese),deer,nouns,animals,鹿,鹿
Mandarin (Taiwanese),diaper,nouns,clothing,尿布,尿布
Mandarin (Taiwanese),dirty,adjectives,descriptive_words,髒髒的/骯髒的,脏
Mandarin (Taiwanese),dog,nouns,animals,小狗(汪汪),小狗
Mandarin (Taiwanese),doll,nouns,toys,娃娃(洋娃娃),娃娃
Mandarin (Taiwanese),dolphin,nouns,animals,海豚,海豚
Mandarin (Taiwanese),don't,verbs,action_words,不要,不要
Mandarin (Taiwanese),donut,nouns,food_drink,甜甜圈,甜甜 圈
Mandarin (Taiwanese),door,nouns,furniture_rooms,門,门
Mandarin (Taiwanese),down,function_words,locations,向(往)下,向
Mandarin (Taiwanese),draw,verbs,action_words,畫畫,画画
Mandarin (Taiwanese),drawer,nouns,furniture_rooms,抽屜,抽屉
Mandarin (Taiwanese),dress (object),nouns,clothing,裙子,裙子
Mandarin (Taiwanese),drink (action),verbs,action_words,喝,喝
Mandarin (Taiwanese),drink (beverage),nouns,food_drink,飲料,饮料
Mandarin (Taiwanese),drop,verbs,action_words,掉,掉
Mandarin (Taiwanese),drum,nouns,toys,鼓,鼓
Mandarin (Taiwanese),dry (description),adjectives,descriptive_words,乾乾的,干 的
Mandarin (Taiwanese),dryer,nouns,household,吹風機,吹风机
Mandarin (Taiwanese),duck,nouns,animals,鴨子(呱呱),鸭子
Mandarin (Taiwanese),dumpling,nouns,food_drink,水餃,水饺
Mandarin (Taiwanese),dumpling,nouns,food_drink,餛飩,馄饨
Mandarin (Taiwanese),ear,nouns,body_parts,耳朵,耳朵
Mandarin (Taiwanese),eat,verbs,action_words,吃,吃
Mandarin (Taiwanese),egg,nouns,food_drink,蛋,蛋
Mandarin (Taiwanese),elephant,nouns,animals,大象,大象
Mandarin (Taiwanese),elevator,nouns,furniture_rooms,電梯,电梯
Mandarin (Taiwanese),empty,adjectives,descriptive_words,空空的,空 的
Mandarin (Taiwanese),enough,adjectives,descriptive_words,夠了,够 了
Mandarin (Taiwanese),eye,nouns,body_parts,眼睛,眼睛
Mandarin (Taiwanese),eyebrow,nouns,body_parts,眉毛,眉毛
Mandarin (Taiwanese),face,nouns,body_parts,臉,脸
Mandarin (Taiwanese),fall,verbs,action_words,跌倒,跌倒
Mandarin (Taiwanese),fan,nouns,household,電風扇,电风扇
Mandarin (Taiwanese),fast,adjectives,descriptive_words,好快/快的,好快
Mandarin (Taiwanese),feed,verbs,action_words,餵,喂
Mandarin (Taiwanese),fine,adjectives,descriptive_words,好的,好 的
Mandarin (Taiwanese),finger,nouns,body_parts,手指(手指頭),手指
Mandarin (Taiwanese),finish,verbs,action_words,好了,好 了
Mandarin (Taiwanese),firetruck,nouns,vehicles,消防車,消防车
Mandarin (Taiwanese),first,adjectives,descriptive_words,第一/第一名,第一
Mandarin (Taiwanese),fish (animal),nouns,animals,魚,鱼
Mandarin (Taiwanese),flag,nouns,outside,旗子,旗子
Mandarin (Taiwanese),floor,nouns,furniture_rooms,地板,地板
Mandarin (Taiwanese),flower,nouns,outside,花,花
Mandarin (Taiwanese),fly,nouns,animals,蒼蠅,苍蝇
Mandarin (Taiwanese),food,nouns,food_drink,食物,食物
Mandarin (Taiwanese),foot,nouns,body_parts,腳,脚
Mandarin (Taiwanese),fork,nouns,household,叉子,叉子
Mandarin (Taiwanese),french fries,nouns,food_drink,薯條,薯条
Mandarin (Taiwanese),frog,nouns,animals,青蛙,青蛙
Mandarin (Taiwanese),front,function_words,locations,前面,前面
Mandarin (Taiwanese),fruit,nouns,food_drink,水果,水果
Mandarin (Taiwanese),full,adjectives,descriptive_words,飽了/好飽,饱 了
Mandarin (Taiwanese),full,adjectives,descriptive_words,滿滿的,满 的
Mandarin (Taiwanese),garbage,nouns,household,垃圾,垃圾
Mandarin (Taiwanese),garden,nouns,outside,花園,花园
Mandarin (Taiwanese),giraffe,nouns,animals,長頸鹿,长颈鹿
Mandarin (Taiwanese),give,verbs,action_words,給,给
Mandarin (Taiwanese),glasses,nouns,household,眼鏡,眼镜
Mandarin (Taiwanese),glasses,nouns,household,玻璃(玻璃杯),玻璃
Mandarin (Taiwanese),glue,nouns,toys,膠水,胶水
Mandarin (Taiwanese),go,verbs,action_words,去,去
Mandarin (Taiwanese),good,adjectives,descriptive_words,好棒,好棒
Mandarin (Taiwanese),goose,nouns,animals,鵝,鹅
Mandarin (Taiwanese),grape,nouns,food_drink,葡萄,葡萄
Mandarin (Taiwanese),grass,nouns,outside,草,草
Mandarin (Taiwanese),green,adjectives,descriptive_words,綠色的,绿色
Mandarin (Taiwanese),guava,nouns,food_drink,芭樂,芭乐
Mandarin (Taiwanese),gum,nouns,food_drink,口香糖,口香糖
Mandarin (Taiwanese),gun,nouns,toys,手槍,手枪
Mandarin (Taiwanese),hair,nouns,body_parts,頭髮,头发
Mandarin (Taiwanese),ham,nouns,food_drink,火腿,火腿
Mandarin (Taiwanese),hamburger,nouns,food_drink,漢堡,汉堡
Mandarin (Taiwanese),hand,nouns,body_parts,手,手
Mandarin (Taiwanese),hang,verbs,action_words,曬,晒
Mandarin (Taiwanese),happy,adjectives,descriptive_words,快樂的/高興的,快乐 的
Mandarin (Taiwanese),hard,adjectives,descriptive_words,好硬/硬硬的,硬 的
Mandarin (Taiwanese),hat,nouns,clothing,帽子,帽子
Mandarin (Taiwanese),hate,verbs,action_words,討厭,讨厌
Mandarin (Taiwanese),head,nouns,body_parts,頭,头
Mandarin (Taiwanese),heavy,adjectives,descriptive_words,好重/重重的,好重
Mandarin (Taiwanese),helicopter,nouns,vehicles,直昇機,直升机
Mandarin (Taiwanese),help,verbs,action_words,幫忙,帮忙
Mandarin (Taiwanese),hen,nouns,animals,母雞,母鸡
Mandarin (Taiwanese),here,function_words,locations,在這裡,这里
Mandarin (Taiwanese),hide,verbs,action_words,藏,藏
Mandarin (Taiwanese),high,adjectives,descriptive_words,好高/高高的,高
Mandarin (Taiwanese),hit,verbs,action_words,打,打
Mandarin (Taiwanese),hit,verbs,action_words,碰/撞,碰
Mandarin (Taiwanese),hold,verbs,action_words,握手,握手
Mandarin (Taiwanese),horse,nouns,animals,馬,马
Mandarin (Taiwanese),hot,adjectives,descriptive_words,好熱/熱熱的,热
Mandarin (Taiwanese),hot,adjectives,descriptive_words,好燙/燙燙的,烫
Mandarin (Taiwanese),how,function_words,question_words,怎麼(辦)？,怎么
Mandarin (Taiwanese),how many,function_words,question_words,幾個？,几个
Mandarin (Taiwanese),how much,function_words,question_words,多少？,多少
Mandarin (Taiwanese),hug,verbs,action_words,抱(抱),抱
Mandarin (Taiwanese),hungry,adjectives,descriptive_words,餓了/好餓,饿
Mandarin (Taiwanese),hurry,verbs,action_words,快點/快一點,快点
Mandarin (Taiwanese),hurt,adjectives,descriptive_words,好痛/痛痛的,好痛
Mandarin (Taiwanese),ice cream,nouns,food_drink,冰淇淋,冰淇淋
Mandarin (Taiwanese),if,function_words,connecting_words,如果,如果
Mandarin (Taiwanese),in,function_words,locations,裡面,里面
Mandarin (Taiwanese),is that okay?,function_words,question_words,好不好？,好不好
Mandarin (Taiwanese),jacket,nouns,clothing,夾克(外套),夹克
Mandarin (Taiwanese),jam,nouns,food_drink,果醬,果酱
Mandarin (Taiwanese),jar,nouns,household,罐子,罐子
Mandarin (Taiwanese),jelly,nouns,food_drink,果凍,果冻
Mandarin (Taiwanese),juice,nouns,food_drink,果汁,果汁
Mandarin (Taiwanese),jump,verbs,action_words,跳,跳
Mandarin (Taiwanese),keys,nouns,household,鑰匙,钥匙
Mandarin (Taiwanese),kick,verbs,action_words,踢,踢
Mandarin (Taiwanese),kiss,verbs,action_words,親,亲
Mandarin (Taiwanese),kitchen,nouns,furniture_rooms,廚房,厨房
Mandarin (Taiwanese),kite,nouns,outside,風箏,风筝
Mandarin (Taiwanese),knee,nouns,body_parts,膝蓋,膝盖
Mandarin (Taiwanese),knife,nouns,household,刀子,刀子
Mandarin (Taiwanese),knock,verbs,action_words,敲,敲
Mandarin (Taiwanese),ladder,nouns,outside,梯子,梯子
Mandarin (Taiwanese),lamp,nouns,household,電燈,电灯
Mandarin (Taiwanese),leaf,nouns,outside,葉子,叶子
Mandarin (Taiwanese),lemon,nouns,food_drink,檸檬,柠檬
Mandarin (Taiwanese),lion,nouns,animals,獅子,狮子
Mandarin (Taiwanese),lips,nouns,body_parts,嘴唇,嘴唇
Mandarin (Taiwanese),listen,verbs,action_words,聽,听
Mandarin (Taiwanese),living room,nouns,furniture_rooms,客廳,客厅
Mandarin (Taiwanese),lollipop,nouns,food_drink,棒棒糖,棒棒糖
Mandarin (Taiwanese),long,adjectives,descriptive_words,長長的,长 的
Mandarin (Taiwanese),look,verbs,action_words,看,看
Mandarin (Taiwanese),loud,adjectives,descriptive_words,大聲,大声
Mandarin (Taiwanese),love,verbs,action_words,喜歡,喜欢
Mandarin (Taiwanese),meat,nouns,food_drink,肉,肉
Mandarin (Taiwanese),medicine,nouns,household,藥,药
